"","PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8","PC9","PC10","PC11","PC12","PC13","PC14","PC15","PC16","PC17","PC18","PC19","PC20","PC21","PC22","PC23","PC24","PC25","PC26","PC27","PC28","PC29","PC30","PC31","PC32","PC33","PC34","PC35","PC36","PC37","PC38","PC39","PC40","PC41","PC42","PC43","PC44","PC45","PC46","PC47","PC48","PC49","PC50","PC51","PC52","PC53","PC54","PC55","PC56","PC57","PC58","PC59","PC60","PC61","PC62","PC63","PC64","PC65","PC66","PC67","PC68","PC69","PC70","PC71","PC72","PC73"
"rake",-0.0251222348628507,0.0302635476391338,0.0798984849195168,0.142797545521207,0.0723999088807172,-0.0343642465353784,-0.0709129974969663,-0.0712748401992227,-0.0522845951844767,-0.0144912328865073,0.009612926441244,0.0116502095116348,0.0292239057549688,-0.0706499319681966,-0.069207321563809,0.101011592370216,0.00817634780557246,0.0701103845017039,-0.0241043838499113,-0.0225816580979252,-0.0281873746609154,0.030903349166876,0.00930750071443312,-0.00771637490077435,0.0137028130541943,-0.0135978677785761,0.108614290246339,0.00656378592102831,0.00389606122369589,-0.0422621076282608,-0.0171289179995498,-0.0200399575886432,0.0330711041669519,-0.0243098740426162,0.00872917096276303,-0.0570017556021562,-0.0102370431649049,0.114091954907503,0.12030686701955,-0.00653546140392064,-0.0191971185413118,-0.0352176395377197,-0.0219123804756343,-0.0656538897040255,0.0976018107413719,-0.0301735226292611,-0.0804570946951437,-0.0729676622570062,0.0343743678292691,-0.0992289647342649,-0.0192807378883682,-0.158629583508693,-0.0280024604472426,0.043384625234008,-0.00529503865520044,0.00823071474782584,0.0996562913229953,-0.0161320531883192,0.0534386353296537,-0.015352657680462,-0.0124641354545377,-0.10466113644533,-0.097201990864696,-0.0389613988795261,0.056329337656068,-0.0633348655627126,-0.0573527152677334,0.1111477183127,-0.0616747616889613,0.000116352963404505,-0.090326414609117,-0.0186586499999539,-0.806981991490006
"hate",-0.0194366665704323,0.114843372550006,-0.0304228177231037,0.109388180582571,0.0323207806672984,0.0629753091548213,0.028651463516145,0.062202080716534,-0.0823874632751134,0.0519798367200001,-0.035932688251029,-0.0205604584856164,-0.0224665549684362,-0.033467282892285,0.00506816096849106,0.0736060871315414,0.116408478710882,0.0298024904619024,-0.0134380769181515,0.0262860920654209,0.00668840218375791,0.0528315810714131,-0.0207868823367764,-0.0302555301289218,-0.0222932544504289,0.0252829896203286,0.00830661342454129,-0.00414800131007506,-0.00112927507431603,0.0277567814534304,0.0423711208876556,0.0434769332585994,-0.090052780261734,0.0443598511071236,-0.09752508016503,0.0526261588652118,-0.0191728784036437,0.00293499880314751,0.0623536694022203,-0.0848450685822255,0.0518441943189582,-0.0384336192899688,0.0736779094703403,0.136150542154031,0.0102401754077731,0.123208492224544,-0.0660748919061909,-0.044317073408628,0.0457111349347152,-0.0379435979008224,0.00740729038577062,0.0140471321065472,0.010916089601318,-0.0559536861866521,0.0184302518642638,-0.0559681115916321,-0.0846630401178579,0.056256416181356,-0.0171129529042769,-0.039497907843128,0.031993319094002,0.0610668095449553,-0.00148498599769854,-0.0077387287352769,-0.0483853594568057,-0.0258772215207866,-0.00206561511547941,-0.101506620279604,0.0699237340378983,-0.0154161895427676,-0.0501519367432885,0.0278479253614528,-0.00964670601392921
"act",0.0015793714118486,0.00405378867483495,0.00363128419325734,-0.0579646270464749,0.103424635901919,-0.0953510585600334,0.0181206248211694,-0.00423319009039078,-0.0678139237432561,-0.102652316533241,-0.0497099371623702,0.0228110241026741,-0.000463418218174289,0.0310357604613631,-0.0400207897961311,-0.0284057188519661,0.00184204942063811,0.0112531761987023,0.055701117694948,-0.137093560776791,-0.0155714208761761,-0.00631302785652754,0.00505498179313214,-0.0916096312239806,-0.103923761378125,0.0594939447935683,-0.0629340465125572,-0.098121716952272,-0.016102090611965,-0.0208846584918283,0.0578569863041591,-0.0971671333855404,0.000775220044958359,-0.0245233375987711,0.0428671451568527,-0.13550958313223,0.0874251504748951,-0.0338672128388703,-0.0387570921848517,-0.14034673701455,-0.0767138062473901,-0.0262857977405233,-0.115318822836229,0.0550410025476998,-0.0951716055082013,0.084401178590115,-0.0249905821714571,-0.0091758465923241,-0.00691529853547726,-0.0605514048190271,0.0118480967332922,0.101458537646244,-0.0132833750705815,0.0147766640963917,0.0231885886360285,-0.0778623925442282,0.0326783044504193,0.0770472334430919,-0.0467378777437782,-0.0587035202042357,-0.115483772927491,0.0267508470201415,0.00806882485479093,0.105009330770643,0.012034603702604,0.0187734426532664,-0.0581407928290186,0.0465577623990859,-0.0356874297099116,0.0477967899058448,0.00208712607169337,-0.0110091130639665,-0.0361288130191326
"worker",-0.0638514366720149,0.0506392841010947,-0.0340138325264336,0.0992856107502215,0.0573409535453194,-0.0265130852108597,0.00305444375256141,0.13899243278329,-0.0256748963903819,0.107799307875441,-0.0414309370703322,0.0777646444680254,-0.0999641545377981,-0.068750360296325,0.0388428002730632,0.0326167905249923,0.0568506856821268,-0.029933247908324,0.0532919292772476,0.0895365915429239,0.00993648410017018,-0.0249266981679988,-0.0173833524594197,-0.0577146636257972,0.0206545985291762,-0.0946899832724542,0.0284655641532039,0.00643340509966832,-0.0465367958986686,-0.0254602030012253,-0.00872574187448301,0.0278829126403152,-0.0417785823185263,0.0966659002578677,-0.131518121788622,-0.020251988320052,-0.0661393277780804,-0.0760105911230173,-0.0439706033938771,-0.00572018351511881,0.0167105878716823,0.0331944645077015,-0.0504995543998318,0.0391444408097448,0.0274111407724491,-0.0224187116481845,-0.0224277213813542,0.0176188704844624,-0.0806581158924589,-0.0896456160682352,-0.0609995768996661,0.00904361695790747,-0.00603271507990311,-0.0401164708800354,0.0679714382128375,-0.047185597980342,0.0261754140419224,0.0735163918428968,0.0671575237787679,0.0379258976979225,0.0117898172302617,-0.0780439317173183,0.00967096674973416,-0.000889249909657516,0.0415853806379004,-0.00369937136906005,-0.0147068007119733,0.0147162740375445,-0.023361655262141,-0.0845096030204009,-0.023597474875101,-0.0460869639136832,0.0153901568975288
"greatness",-0.0488834365113216,-0.0467295348875918,-0.112615726682723,-0.113500701365851,0.0150264158760563,0.0373818940945857,0.0253448506066468,-0.00806316932248062,0.0107943535953365,0.0453225975385648,0.0528156853623201,-0.132203003656407,-0.019649279995797,-0.0190687154546578,-0.033811530225799,0.119426327678625,-0.0184195122582075,-0.06990952821883,-0.00915419699641697,-0.047092248393019,-0.0131723937517116,-0.0498939404745919,-0.027636966685234,-0.0100379431557352,-0.0106651338608097,0.046997193891063,0.104444558509419,-0.0628605896481269,-0.0275784158424503,0.0695317528395796,0.122812050082986,0.0789806439910139,0.00606950164334767,0.0213859790193508,-0.0420307945589838,0.0836233971243805,0.0194045939273414,-0.0707174820393349,0.0247244458104863,0.0214377005409584,0.0333871683383038,0.00805618880265036,-0.0229221347776815,-0.0259906167249701,0.0693908860472345,0.0476939208698877,0.0320710768692017,0.0016732325529795,0.131700201217861,-0.0189239973709068,-0.0274637781654541,-0.100618117654032,0.0171485042296541,0.10439553403871,-0.0685309615403745,-0.00861045440141567,-0.00628383724829583,0.0692804592214581,-0.0453482666391275,-0.0651958984739148,-0.0642135814190889,0.0304094510792046,0.0040060948862128,0.0315071916506873,-0.0469953883287637,-0.0428364591497291,-0.0589433016552634,-0.0881700424578199,-0.009527552508847,0.026482478332232,0.00155326814172684,-0.0147408719797342,-0.00192523688876974
"patient",-0.0104107272729422,-0.0113419640653515,-0.0213236177413366,0.0554662870246183,-0.0131573296749077,-0.0939033353638283,-0.0304650666504296,-0.0471723840801951,0.0194484177638546,-0.0922195045495019,-0.0590460755742576,-0.07262418000024,0.0997258305649599,0.00463099351265556,-0.058829182266765,-0.0183945932838725,0.0817571803180095,-0.0201011167099259,-0.0866009111173455,-0.11867826343912,0.019056885815678,0.0136550767026037,-0.0318855303522365,-0.0126504503373201,0.0718559525892203,0.0492622014106668,-0.0756575011277174,-0.0482819932135764,0.0131455142268668,0.00797381296775034,-0.0371150488756314,-0.135279874577959,0.0151331017427882,0.066290276639721,0.00650769713986893,-0.0826627391044903,-0.0478472526910649,0.000174733766919758,0.0182975273599499,0.103851030512652,0.0643870026967548,-0.00198500298164841,0.0969707189561469,0.0304229521069438,0.15236226253882,-0.0804574114369366,-0.0248964615467164,-0.0360833699329279,0.0960817507729514,-0.0912578687716656,-0.0321479800485629,-0.0374718915443726,0.0832041399092795,0.0395216375444665,0.045478531865557,-0.00419439986936811,-0.044747086817488,-0.0846585209902173,-0.00271204595359837,-0.00334158557353511,-0.0148726944162773,-0.00798691009723614,0.047903480372687,0.0177891898661055,0.0522167464603203,0.0176033137050256,0.0173721630266048,-0.0406200318514776,-0.056644605167971,-0.0347583891788079,-0.041405617977056,-0.00617186029220578,0.0807261128098529
"pie",-0.0138765570164466,0.00797931664017482,0.0727626676555386,-0.0761911984851311,0.0201822365028901,-0.0503693918750271,0.0617152653060132,0.0497548436745858,0.0273530918987617,-0.00096466746041665,-0.105272305003913,-0.0296170973985337,-0.00703085242373234,-0.0326011459853086,0.0542544007759976,-0.0385107523816221,-0.0564457571542828,-0.0778608773231522,0.109765911493539,0.00170575259860539,0.00451252972937361,0.0673585735909453,0.047813341558955,0.073699124280226,0.0715697743015902,0.0102519628007118,-0.0394164260404512,-0.0404772013192654,0.000637105163229225,-0.0987639844133827,-0.0685652154033146,-0.0303633728442697,-0.0885282663572183,-0.0455691582529744,0.00615807386516199,-0.080610584722609,-0.0659943401983271,-0.178302064861322,0.0995968961062291,0.0296456205320421,-0.155979334581442,-0.0172863303146468,-0.107879712049068,-0.0565004505402143,0.0651389628095762,-0.0260418290882805,0.0235946522542687,-0.155288110817621,-0.0142820155751883,-0.0358884648927173,0.0464849905566276,-0.0583815314704261,0.0328883432227388,0.018080893294616,-0.108724102588477,0.0514275978994727,0.0143888285661663,0.0226569658853036,-0.0617091771512701,0.0251310845569855,0.0130762581210264,0.0986931553725128,0.0489627897836716,0.0793291633154936,-0.0531072515315155,0.0476085989353262,0.0072075006824178,-0.00104485707278736,0.100001723597323,-0.0193435638660031,0.0135797787941124,-0.0106111786706154,-0.00928539579927059
"jungle",-0.0326591805057278,0.0808468264906538,0.0445966643144854,-0.0111531580099161,0.0468971379686108,-0.0140520640019444,0.0370259401003069,0.0679732912722845,0.0660847682233464,-0.143066818556626,0.0381756356799261,-0.00881913600074329,0.0325980763103553,0.0360465834154617,-0.032884759672069,0.00352719683249638,0.0507366137087317,-0.0170867083356972,-0.131619407627381,0.0030924209577053,0.0172583811933475,-0.0722765641099031,0.0255718444875356,0.00956748204501894,-0.0438848325231281,0.0150400469412438,0.0810808904599494,-0.0142524319981037,-0.0624055444859654,-0.104412999118371,0.0293088681794506,-0.0518702785775488,-0.0112905754241513,0.0367579226349394,0.00132764102588626,0.0257259198597502,0.067140515677051,-0.0166212130805692,-0.189189238439305,0.174938238919153,-0.000864827656854449,0.0382460020620888,-0.0096634810292819,-0.0622850174873554,0.0573696765806959,-0.0112174568616735,0.041822596207834,-0.0054760049787779,0.04362800843645,-0.0299327421968051,-0.0900207964105317,-0.0600524159601374,-0.0333579074610088,0.0605270318209821,0.136100232157561,0.0663661186527074,-0.0744309831457246,-0.0438648577431739,0.0396427754247371,-0.0128979155138804,-0.0176312145524589,-0.0527871906034953,-0.0613665929569332,-0.0103501246286921,-0.0637900162318966,-0.0354739894299463,-0.0084559131620298,0.0482066288022879,-0.00616949422477865,0.0847866288236713,0.0430320730395963,0.050671651800686,0.0229363703421471
"snake",-0.0475104551194873,0.0825477458730554,0.0299757407971294,-0.0527730653399027,0.092831828587527,0.127717824935149,-0.028861710570677,0.00367459408280734,-0.0210606731773921,0.102831248592152,0.0761985493654982,0.0149289255281354,0.0736999714511805,0.050434523450819,-0.00895033321629352,-0.0348681183750217,0.066320615031651,0.0187118126869724,0.0598293565656271,0.0244218193110318,-0.0538181129946591,0.0216518564048858,0.0527712934538034,-0.0186019027952868,-0.0329295959964332,-0.0522993766114387,-0.0210179436768105,0.0680367370003771,0.00851300557665776,-0.0535016059421883,0.0488225704708307,-0.0455420176364102,-0.0236908459584971,-0.0538084525611736,0.0344412865214857,0.0339666454292575,0.0795395553510554,-0.00214910850966614,-0.014995783796921,0.00354619574202806,-0.0166559014551786,0.0106398189176684,-0.0139791566636661,0.0800759025045279,-0.0207053147428558,-0.0816999890166083,-0.0512070458918635,-0.0247434846279802,0.0842665938489077,-0.0565862378731834,-0.038308531765032,0.0626442499511887,-0.0447167431619984,-0.0870555752825194,-0.0534128913979179,-0.0315819469604117,0.019891766560813,-0.0714059757235271,-0.0140478961816154,0.000276878640056359,0.0883259850882761,0.0418735930442381,-0.0226080227632556,-0.0216219402448587,-0.0907339164549135,-0.0199269310049623,0.00541019481865358,0.0271897773007985,-0.0119393313396165,0.0106959003750566,-0.0251221468072532,-0.0267429125689723,-0.00846663491250793
"game",-0.0407005054059148,-0.0528297280883557,0.0414882659317132,0.00212753793015398,0.0668248974769828,-0.0867458460867124,0.0722681295196497,-0.0492975036509868,0.00092025478976386,-0.0273924370846614,-0.110779244995553,0.0495491154698302,0.0400681994485311,0.0186119687713037,0.117531740090173,0.0321804074756765,-0.0840589830093028,0.0521873474830529,-0.0819012270109588,-0.085307389487319,0.129152502196163,0.00918482668158942,0.0179265872609851,0.064803316222523,0.0254359407850257,0.0469732444932409,0.0789978802032188,-0.109744257105082,0.070612422726953,0.0507443582960196,0.0386435344973525,-0.0583495513259387,0.0506864333177698,0.0286811718063512,0.0182445133920617,0.00979025840403615,0.00277761560664644,-0.0283546094706022,0.020239646221676,0.0518886166612966,-0.0183772277548556,0.120747664021244,0.0162379844347553,-0.0697155643186537,-0.0089743865411636,0.0281938584588871,0.0405176185471626,0.0125009982234782,-0.145469804590712,0.0651895615493282,0.0506957142890436,-0.114434339022277,0.0412458566253443,-0.0126085997689781,0.0799992684290421,0.0201401373219172,0.0289378983786059,0.0553771842841329,-0.0217217470259819,-0.0116328038184416,0.0039839459120186,-0.00867409542832876,-0.00541784737048908,-0.0191777889211532,-0.063617940111477,0.0671307198782877,0.0358224420229309,0.0694258471166389,-0.11096384997238,-0.123608294655689,-0.0169846264741708,0.000116862330783831,0.000291073645202698
"cathedral",-0.0823972617894218,0.0519218513849716,-0.0175751903717795,-0.0566399783998921,0.0789613238931778,0.0389515587599665,0.109524256919948,-0.0929531443543028,0.0593583343208246,0.0215331257152223,0.0608196121229342,0.02271153579172,-0.00913363099241618,-0.070825388370871,-0.0943093231381196,-0.021426045205333,-0.0268915533970008,0.017832381574373,0.0407419769508807,0.0104994637616129,-0.0531194596078546,0.0410785538502594,0.0517208200896183,-0.067301365518079,0.0219331643202599,-0.057086418981981,-0.0784769443142639,-0.0213169646735706,0.0527308853457652,0.0797820380395716,-0.0339649056348303,-0.0418741418938188,-0.011856600031591,0.0273075118857541,-0.0280703467393589,-0.00407008974906516,0.0974045794867646,0.0152928748947637,0.0474225637773387,-0.0734050935859179,0.0974256018918411,-0.0185351890526382,0.0256458201225072,-0.0485009316328124,0.037067670488231,-0.0595237239723014,-0.0255661661159236,0.128896961264415,0.0422532779477309,0.0835046781810657,0.0409981741971312,0.134461309238365,-0.00416959051746261,0.00859565571633561,-0.0949120723920171,0.0178966137669365,-0.0019375725917774,0.0499166244408632,-0.0472904774550473,0.0174283035768854,-0.0712622460180942,0.123302714160411,-0.0211475492838001,0.00499273646887074,-0.00248764043486777,-0.0608737744182204,-0.0417274811684332,0.109876627384937,-0.187773885491598,0.0733570893746528,-0.0458289986814501,0.0152152449014237,0.00309849720056173
"car",-0.10271811755959,-0.00463756918158296,-0.00437697274138516,-0.0059446399405662,-0.0163835656266766,0.0724766611491903,-0.0258518723413061,-0.024895457402047,0.0134029184957242,-0.0249296382506631,-0.0854294336210652,0.0204741083977798,0.0346269539394462,0.14592368589132,0.0532777046501574,-0.000253490215182808,0.0268723709822949,-0.0373521328848,-0.0301937744081475,-0.0169195454297359,-0.0412966543041643,0.00505000088607078,-0.0130715236053069,0.0604426441759275,-0.0553462313729641,0.118669677736503,0.00428574750982102,0.211373033331276,-0.0777250098980942,-0.00501246163194662,-0.00383623486023573,0.0424919614221186,0.101972120884522,0.100608537575515,-0.0558781235691251,-0.0995572402991264,-0.00629392065952369,0.0197105939430675,-0.0648921668569129,-0.0650532399890723,0.0349278197318355,-0.0502806902928273,0.0839365580390645,0.0513759178011379,-0.000472754761787038,0.0110957510676061,0.0268533138226572,0.0390282158554364,-0.0508203159158855,-0.02630147830244,0.0271843392096166,-0.0359351687904785,0.0249030424563194,-0.0541265713338795,-0.051465386276824,0.00489184659157387,-0.0779298043127116,0.00888925155334555,-0.113795358591156,-0.0502586113001588,0.000255768340935009,0.0117223380878287,-0.0417559933019058,0.0157290714973919,0.00327858498334098,-0.0154605877465724,-0.00601446735599824,-0.0284902201858229,-0.0308608536490644,0.00479143840514383,0.0660182350483665,-0.0169720543832593,-0.0316856935723047
"storm",-0.0071869397888476,0.0560242687667241,-0.102087726185004,-0.0514607458459944,0.0952761998974983,-0.0530560845041017,0.0156593434271149,0.0902318746867485,-0.0438386450804861,0.0462906821828208,-0.0165734522977253,0.0354334588034592,-0.0464935174729797,0.0179564427837549,-0.0491158128231484,-0.0990545949815161,0.0785573139908195,0.117269101415403,0.0442592798502952,-0.0932189101237255,-0.0881499802304058,0.0255196493998962,0.00819654257620586,0.0366865363166694,0.0559969933340871,0.00820462740522607,-0.0459819606193734,0.019225639589489,-0.0708530518470951,0.00620808703142563,0.0256832433872763,-0.0517526548726703,0.0219197249398351,-0.00196451587748754,-0.0389279103872375,-0.0816510974119515,-0.0769762132762946,0.0646838678137416,-0.0212489832527096,0.0246121088343551,-0.0597629927381487,0.131734681738567,-0.0279161109623311,0.0494984608293729,-0.0208033554206443,-0.0726265052346623,-0.0263132713481232,0.0353269435025449,-0.00594505654442767,0.0197320753969115,-0.0125977876363538,-0.0251405113588048,-0.0918415761943606,0.0279166395302762,0.122144169157976,0.0980603680320325,0.0660458732299698,-0.052329599003847,-0.0496462814772192,0.0913731281247458,-0.0111421429425243,0.071692243299326,0.0227690467005741,-0.102521583370746,0.114407647156518,0.0662908807430571,0.0516761232186249,-0.0354671885088736,0.0548838807453077,0.135698235538351,0.03506283920218,-0.0637111123718489,-0.00970572544161366
"place",-0.0442339206548814,-0.0253635603700242,-0.00663661752068385,-0.0309005636433685,0.0317687690854445,-0.0521740448148292,0.0852459299698298,0.00876621044163665,-0.114873801121018,-0.0863194035854988,0.000590264896391628,0.0540792033846803,0.0283547546827934,0.00656217759630202,-0.0898443232694556,0.0496037929811274,0.0631572233242414,-0.105343649312769,0.0267006504432057,-0.0677147353426824,0.0386014266406784,0.0258039608213237,-0.0555196553864732,-0.0350744583880747,-0.0174932494568528,-0.0295308782501739,0.0373960957543886,-0.0247621322652654,0.00724092228239995,-0.0328259517097736,0.0489575215812993,0.00623938982855213,-0.046409341260466,-0.104587167443966,0.071988875527805,0.0293373648230847,-0.0344195677320872,0.0440781062102657,0.00214766531779565,0.0562412879329636,0.0556305483310113,-0.0601779947017496,-0.0443077627917299,-0.0143568411757898,0.0112916430752876,0.0316824675293565,0.0100583950280011,-0.0021878661804761,0.0250371451529304,0.141692886943955,-0.0260396853147843,0.0293540281717772,0.0804876564421622,-0.0480326857956881,0.0761319074884147,-0.0615430979788888,0.0174412147391945,0.0484738036135065,-0.0326554913734785,-0.0316829361164228,-0.0542526353160849,-0.0239705919061929,-0.0417416269238091,0.0763176181874418,-0.0117685685155906,0.00261455178649336,-0.0538921556227149,-0.0216783475749953,-0.0413253546759422,-0.0616580314588684,0.0274524732900532,-0.0206616539743962,-0.00642823383396157
"paradox",0.0149139797657358,0.0411946483874578,-0.0852259249034151,0.00664413065589602,0.0204754949548688,-0.101108033104123,0.0357835975632061,0.0648121883388379,-0.00513679033476296,-0.0335418023898208,-0.0378821103938543,-0.073462360950083,-0.070919712179922,-0.104697077082132,-0.0163615087052557,0.110731075775594,0.0919719188189102,0.0220141210121235,-0.0147874120395036,0.0188299062822759,-0.0146430682123892,-0.0275125486694293,0.0362885626963703,-0.0181615295934649,0.0480469384588946,0.0296709399584062,0.0237132074955784,-0.0896971735166236,-0.0564984427793667,0.0386967832130905,0.0336256285532397,0.0836872734707085,-0.175265858207345,0.0433006183586894,-0.00876633575950511,-0.0891556962004916,0.0544801071513681,0.0158686759849126,0.00346556127989936,0.00653801841976575,0.0280781814131741,-0.0442237892559861,0.0415661596438895,0.0875639193333146,0.0500163431755717,0.0253051445376069,-0.00797655632282175,-0.0691853071684742,-0.0299593858190066,-0.00163384869992502,-0.0464409430616988,0.139585320634362,0.0251021237793366,0.0574018576813165,0.0627417045361676,0.10081731283797,0.0440050050614999,-0.028666891653307,0.0460373981250009,-0.152550864531392,-0.123334281569201,-0.0464493498309906,-0.055507329049866,-0.108800773823912,-0.0791131594320252,0.0464929877293351,0.0104426274374746,0.0921029118783259,0.0576821671390618,-0.00693747620413044,-0.0269166119549318,0.0688535227359506,0.0160460512096842
"store",-0.0217553624221855,0.0510806324652494,0.119203629304069,0.102321649955497,0.040338137980205,0.0344304691160534,0.0214973592801445,-0.0386625835400892,0.0367663100821214,0.0153759616467433,-0.100211393666057,0.00301088107918737,-0.0404524226431735,0.0636831054062207,-0.0450836473751151,-0.0356706269109455,0.0375769318080352,-0.0673962140139535,-0.00644449760083443,0.0414190744315232,0.0830635899376961,0.0309221892229235,0.00783961140155648,0.0322227243955605,-0.119859612978999,-0.0305423303176197,-0.0688248044526407,0.0688253042765404,0.0538683469888458,-0.0900847046155576,0.1157005723836,-0.0171518272441157,0.0167453478058316,-0.00238838298845284,0.0273812082101609,0.0626463117772959,-0.0834861010297265,-0.0204979031307473,-0.0948361505824069,-0.128931491109392,-0.0155361184960666,0.0376138145263887,-0.0427454256764482,0.00229366544030552,0.0337654454344349,0.0539103659948374,-0.120382369744587,0.0114547615334477,-0.0927121858586627,-0.0300918719643404,0.0142912919290741,-0.0998687078702597,0.0474099707459154,0.0777845742589175,0.0972954482299872,0.0109182936522933,0.0238886483778955,-0.0270682981549187,0.0378868516530329,0.0200461312716926,-0.0915399127307418,0.107858882479513,0.0058364932927817,0.0627253767048482,-0.0827576540592327,0.0142559315519285,0.0775132852629872,-0.013899288421298,0.0109921389265672,0.00753745354121031,-0.16609936584001,0.0618371856609706,0.0253561615659934
"scream",-0.0115902575161702,0.0773410276274605,0.0063047526781557,0.0214154059233767,0.149502812643563,0.0276663162554634,-0.0172393507759287,0.0649173600156133,-0.00273228963832558,-0.041400235073323,0.054356186427241,-0.0111469113490374,0.014891787265916,-0.0200852340368591,-0.0312934826893177,0.0325712614111625,-0.0016313195517793,0.0804600999029123,-0.125984055614374,-0.0325547696416508,-0.0439787450276565,0.0971239795188892,-0.0848594962800667,0.0641949305800873,0.0260846736138211,0.00458117843829276,-0.033315237363533,-0.0180513816221899,0.0105266962876227,-0.000216567939165691,-0.000823875177177299,-0.0389449432386125,0.0321118320363973,-0.0153742866967601,-0.148169436728974,0.0121541066163475,0.030063191992274,0.0365673498427205,-0.0413573184678329,-0.0862563769444202,-0.0674632885467786,0.0601306307832909,0.0661638021063503,0.0836810887878697,-0.00389626595620598,0.0189856148997155,0.0560244558337737,-0.00294851840402227,-0.0441059772895451,0.0195354541672818,-0.0302484518916568,0.0622581350252061,0.0373238543500748,0.0406593182012971,-0.0547629494072956,-0.125779905885172,-0.0117305287510628,-0.179975545772906,-0.135947378619967,0.122952957636806,-0.0436045243405516,0.0223375543849727,-0.0924085063045308,-0.00601682061878301,-0.0398900325442148,-0.018633647639706,0.145803764303668,-0.0128100010096281,-0.0851768386861166,-0.00467521089178457,0.0156015353550515,-0.0501883191441025,-0.0030918382357711
"speech",-0.0558603928702406,-0.0132662784763972,-0.122836670923811,0.0229738159817659,0.136170257106419,0.0151336913059995,0.0970530838445607,-0.0162784810685058,-0.0748257013613483,-0.0277927599320358,-0.0715098846124904,-0.00913117219519696,0.0665536809644089,-0.0274599297836371,0.0606538960310743,0.0206111296232254,-0.0255084781750575,-0.0706283351264843,0.0486561046321067,0.0426043582521692,0.0826957442949207,0.0662824742290397,0.0224566650861075,-0.0237190818097426,-0.00715157631118284,0.022367311047903,-0.0131329555153157,0.0328752140626833,-0.0341420205334498,-0.00628206826944953,0.0247550028801453,0.0615843302973374,-0.0404105437404334,-0.0423993625605106,0.016855595310289,-0.0134740398155902,0.0810818975896043,0.027966680959925,-0.00349083998687761,0.15197638885221,-0.0702942485582462,-0.0461750476601988,0.0406487354108109,-0.0196153567776055,-0.151252540947754,-0.0799744514018544,0.00600060100187907,-0.0494585950115178,0.012084625483358,-0.0716784179158022,-1.68826629755293e-05,-0.0207477715562913,0.0491565790258013,-0.0895142914255574,0.017798905119018,0.0815005631690229,0.0741646428274201,0.103685380188089,-0.0324093962627121,0.0340830595882957,-0.0177160216492483,-0.0265501328355113,0.090108901888396,0.0604075241852754,0.0671670687506412,-0.0832933626314,0.0377502492989902,0.0717432771919579,0.0361447683599207,-0.0104265771936589,-0.0585578726111333,-0.0693599061507452,0.0240279107696209
"pilot",-0.0781465133109061,0.0631595051648293,0.0328895388325034,0.0542963768377777,0.0942212532038195,0.0264079124206437,0.0913606699463118,0.000259809837920662,-0.0308983549513552,0.0562875068663687,0.0319409845845492,-0.0472761092277616,0.0278911292470958,-0.054462474750106,0.0693134382807256,0.0055520589716675,-0.118826935508003,-0.0568236907138077,-0.0182493122628347,-0.117091642676807,-0.0112446216478205,-0.0082935796961418,-0.0192548374249068,0.0213699357095476,-0.0232091237399336,0.0904329040460205,0.00370541880236905,-0.0485298656236282,-0.0306987233195454,0.0425416111761762,0.0610874735593831,0.060333689043831,0.0689098540999008,-0.0225354161796058,-0.00905326397061373,-0.00409308984217101,-0.0634846426136027,-0.0388490038819675,-0.0267756018151828,-0.010257935118671,0.135134499836537,0.00062774269434883,0.0732500138608383,0.093188379880771,0.00988792511445534,0.0187312655770895,-0.0131320782594353,-0.00159717654440509,0.0592744871797236,0.149018616539943,0.0199052224936437,-0.00680368823756155,-0.124115239211646,0.0804097149699692,-0.0439299515954576,-0.00803665729010812,-0.0999057760524911,0.148541434856075,0.0465118585827308,0.0419461313821476,-0.0505296126168151,0.0400590611122484,0.0106624669169366,-0.0211340317035947,-0.0051765936178938,-0.0277230723513678,0.0893318694709413,0.00579895190762593,0.0157330996607869,-0.0612148299399016,-0.035172936595302,-0.0334741308318018,-0.0220904282821095
